ticker,rank,quarter,nominal,real,relative
HRS,9,10/01/85,1042.0,2276.0,0.00932997860015
ADI,10,10/01/85,718.0,1569.0,0.00642891039818
CSC,11,10/01/85,389.0,850.0,0.0034830726252
KLAC,12,10/01/85,337.0,735.0,0.00301746908661
CA,13,10/01/85,297.0,648.0,0.00265931251847
TYL,14,10/01/85,264.0,577.0,0.00236383334975
WDC,15,10/01/85,162.0,353.0,0.00145053410098
AMAT,16,10/01/85,138.0,302.0,0.0012356401601
MU,17,10/01/85,128.0,279.0,0.00114610101806
ADSK,18,10/01/85,117.0,255.0,0.00104760796182
SWKS,19,10/01/85,71.0,155.0,0.000635727908455
LRCX,20,10/01/85,63.0,137.0,0.000564096594826
YHOO,0,10/01/85,0,0,0.0
XLNX,0,10/01/85,0,0,0.0
WDAY,0,10/01/85,0,0,0.0
VRSN,0,10/01/85,0,0,0.0
VMW,0,10/01/85,0,0,0.0
ULTI,0,10/01/85,0,0,0.0
TWTR,0,10/01/85,0,0,0.0
TDC,0,10/01/85,0,0,0.0
SYMC,0,10/01/85,0,0,0.0
STX,0,10/01/85,0,0,0.0
SSNC,0,10/01/85,0,0,0.0
SPLK,0,10/01/85,0,0,0.0
SNPS,0,10/01/85,0,0,0.0
SNDK,0,10/01/85,0,0,0.0
RHT,0,10/01/85,0,0,0.0
QRVO,0,10/01/85,0,0,0.0
QCOM,0,10/01/85,0,0,0.0
PYPL,0,10/01/85,0,0,0.0
PTC,0,10/01/85,0,0,0.0
PANW,0,10/01/85,0,0,0.0
ORCL,0,10/01/85,0,0,0.0
ON,0,10/01/85,0,0,0.0
NXPI,0,10/01/85,0,0,0.0
NVDA,0,10/01/85,0,0,0.0
NUAN,0,10/01/85,0,0,0.0
NTAP,0,10/01/85,0,0,0.0
NOW,0,10/01/85,0,0,0.0
NFLX,0,10/01/85,0,0,0.0
NCR,0,10/01/85,0,0,0.0
N,0,10/01/85,0,0,0.0
MXIM,0,10/01/85,0,0,0.0
MSFT,0,10/01/85,0,0,0.0
MRVL,0,10/01/85,0,0,0.0
MCHP,0,10/01/85,0,0,0.0
MBLY,0,10/01/85,0,0,0.0
MANH,0,10/01/85,0,0,0.0
LNKD,0,10/01/85,0,0,0.0
LLTC,0,10/01/85,0,0,0.0
JNPR,0,10/01/85,0,0,0.0
IT,0,10/01/85,0,0,0.0
INTU,0,10/01/85,0,0,0.0
IMS,0,10/01/85,0,0,0.0
IM,0,10/01/85,0,0,0.0
IACI,0,10/01/85,0,0,0.0
GRMN,0,10/01/85,0,0,0.0
GOOGL,0,10/01/85,0,0,0.0
GDDY,0,10/01/85,0,0,0.0
FTNT,0,10/01/85,0,0,0.0
FSL,0,10/01/85,0,0,0.0
FFIV,0,10/01/85,0,0,0.0
FEYE,0,10/01/85,0,0,0.0
FB,0,10/01/85,0,0,0.0
EPAM,0,10/01/85,0,0,0.0
EMC,0,10/01/85,0,0,0.0
EBAY,0,10/01/85,0,0,0.0
DST,0,10/01/85,0,0,0.0
DOX,0,10/01/85,0,0,0.0
DATA,0,10/01/85,0,0,0.0
CTXS,0,10/01/85,0,0,0.0
CTSH,0,10/01/85,0,0,0.0
CSCO,0,10/01/85,0,0,0.0
CRM,0,10/01/85,0,0,0.0
COMM,0,10/01/85,0,0,0.0
CHKP,0,10/01/85,0,0,0.0
CERN,0,10/01/85,0,0,0.0
CDW,0,10/01/85,0,0,0.0
CDNS,0,10/01/85,0,0,0.0
CDKVV,0,10/01/85,0,0,0.0
BRCM,0,10/01/85,0,0,0.0
BRCD,0,10/01/85,0,0,0.0
AVGO,0,10/01/85,0,0,0.0
ATHN,0,10/01/85,0,0,0.0
ARRS,0,10/01/85,0,0,0.0
ANSS,0,10/01/85,0,0,0.0
ANET,0,10/01/85,0,0,0.0
AMZN,0,10/01/85,0,0,0.0
ALTR,0,10/01/85,0,0,0.0
AKAM,0,10/01/85,0,0,0.0
ADBE,0,10/01/85,0,0,0.0
894898,0,10/01/85,0,0,0.0
IBM,1,01/01/86,93606.0,203343.0,0.737508075826
HPQ,2,01/01/86,10579.0,22981.0,0.0833504041852
MSI,3,01/01/86,4974.0,10806.0,0.0391894234254
INTC,4,01/01/86,3256.0,7073.0,0.0256535509998
TXN,5,01/01/86,2946.0,6399.0,0.0232111060336
GLW,6,01/01/86,2910.0,6321.0,0.0229274672634
PBI,7,01/01/86,1938.0,4209.0,0.0152692204661
AAPL,8,01/01/86,1526.0,3315.0,0.0120231323175
HRS,9,01/01/86,1136.0,2468.0,0.00895037897291
ADI,10,01/01/86,884.0,1920.0,0.00696490758103
MSFT,11,01/01/86,685.0,1489.0,0.00539701548983
CSC,12,01/01/86,467.0,1015.0,0.00367942515876
CA,13,01/01/86,400.0,869.0,0.00315154189187
KLAC,14,01/01/86,373.0,810.0,0.00293881281417
TYL,15,01/01/86,276.0,599.0,0.00217456390539
WDC,16,01/01/86,222.0,483.0,0.00174910574999
MU,17,01/01/86,201.0,437.0,0.00158364980066
ADSK,18,01/01/86,175.0,379.0,0.00137879957769
AMAT,19,01/01/86,170.0,369.0,0.00133940530405
LRCX,20,01/01/86,81.0,177.0,0.000638187233104
SWKS,21,01/01/86,76.0,166.0,0.000598792959455
ORCL,22,01/01/86,41.0,89.0,0.000323033043917
YHOO,0,01/01/86,0,0,0.0
XLNX,0,01/01/86,0,0,0.0
WDAY,0,01/01/86,0,0,0.0
VRSN,0,01/01/86,0,0,0.0
VMW,0,01/01/86,0,0,0.0
ULTI,0,01/01/86,0,0,0.0
TWTR,0,01/01/86,0,0,0.0
TDC,0,01/01/86,0,0,0.0
SYMC,0,01/01/86,0,0,0.0
STX,0,01/01/86,0,0,0.0
SSNC,0,01/01/86,0,0,0.0
SPLK,0,01/01/86,0,0,0.0
SNPS,0,01/01/86,0,0,0.0
SNDK,0,01/01/86,0,0,0.0
RHT,0,01/01/86,0,0,0.0
QRVO,0,01/01/86,0,0,0.0
QCOM,0,01/01/86,0,0,0.0
PYPL,0,01/01/86,0,0,0.0
PTC,0,01/01/86,0,0,0.0
PANW,0,01/01/86,0,0,0.0
ON,0,01/01/86,0,0,0.0
NXPI,0,01/01/86,0,0,0.0
NVDA,0,01/01/86,0,0,0.0
NUAN,0,01/01/86,0,0,0.0
NTAP,0,01/01/86,0,0,0.0
NOW,0,01/01/86,0,0,0.0
NFLX,0,01/01/86,0,0,0.0
NCR,0,01/01/86,0,0,0.0
N,0,01/01/86,0,0,0.0
MXIM,0,01/01/86,0,0,0.0
MRVL,0,01/01/86,0,0,0.0
MCHP,0,01/01/86,0,0,0.0
MBLY,0,01/01/86,0,0,0.0
MANH,0,01/01/86,0,0,0.0
LNKD,0,01/01/86,0,0,0.0
LLTC,0,01/01/86,0,0,0.0
JNPR,0,01/01/86,0,0,0.0
IT,0,01/01/86,0,0,0.0
INTU,0,01/01/86,0,0,0.0
IMS,0,01/01/86,0,0,0.0
IM,0,01/01/86,0,0,0.0
IACI,0,01/01/86,0,0,0.0
GRMN,0,01/01/86,0,0,0.0
GOOGL,0,01/01/86,0,0,0.0
GDDY,0,01/01/86,0,0,0.0
FTNT,0,01/01/86,0,0,0.0
FSL,0,01/01/86,0,0,0.0
FFIV,0,01/01/86,0,0,0.0
FEYE,0,01/01/86,0,0,0.0
FB,0,01/01/86,0,0,0.0
EPAM,0,01/01/86,0,0,0.0
EMC,0,01/01/86,0,0,0.0
EBAY,0,01/01/86,0,0,0.0
DST,0,01/01/86,0,0,0.0
DOX,0,01/01/86,0,0,0.0
DATA,0,01/01/86,0,0,0.0
CTXS,0,01/01/86,0,0,0.0
CTSH,0,01/01/86,0,0,0.0
CSCO,0,01/01/86,0,0,0.0
CRM,0,01/01/86,0,0,0.0
COMM,0,01/01/86,0,0,0.0
CHKP,0,01/01/86,0,0,0.0
CERN,0,01/01/86,0,0,0.0
CDW,0,01/01/86,0,0,0.0
CDNS,0,01/01/86,0,0,0.0
CDKVV,0,01/01/86,0,0,0.0
BRCM,0,01/01/86,0,0,0.0
BRCD,0,01/01/86,0,0,0.0
AVGO,0,01/01/86,0,0,0.0
ATHN,0,01/01/86,0,0,0.0
ARRS,0,01/01/86,0,0,0.0
ANSS,0,01/01/86,0,0,0.0
ANET,0,01/01/86,0,0,0.0
AMZN,0,01/01/86,0,0,0.0
ALTR,0,01/01/86,0,0,0.0
AKAM,0,01/01/86,0,0,0.0
ADBE,0,01/01/86,0,0,0.0
894898,0,01/01/86,0,0,0.0
IBM,1,04/01/86,92420.0,201748.0,0.71510368307
HPQ,2,04/01/86,11200.0,24448.0,0.0866604766326
MSI,3,04/01/86,5670.0,12377.0,0.0438718662953
TXN,4,04/01/86,3295.0,7192.0,0.0254952027236
GLW,5,04/01/86,3142.0,6859.0,0.0243113587125
INTC,6,04/01/86,3088.0,6740.0,0.0238935314144
PBI,7,04/01/86,2247.0,4904.0,0.0173862581244
AAPL,8,04/01/86,2086.0,4554.0,0.0161405137728
HRS,9,04/01/86,1249.0,2726.0,0.00966419065305
ADI,10,04/01/86,919.0,2007.0,0.00711080160941
MSFT,11,04/01/86,770.0,1681.0,0.00595790776849
CA,12,04/01/86,540.0,1178.0,0.0041782729805
CSC,13,04/01/86,497.0,1084.0,0.00384555865057
KLAC,14,04/01/86,376.0,820.0,0.00290931600124
TYL,15,04/01/86,303.0,660.0,0.00234447539461
WDC,16,04/01/86,253.0,553.0,0.00195759826679
MU,17,04/01/86,237.0,517.0,0.00183379758589
ORCL,18,04/01/86,234.0,510.0,0.00181058495822
ADSK,19,04/01/86,217.0,473.0,0.00167904673476
AMAT,20,04/01/86,185.0,404.0,0.00143144537295
EMC,21,04/01/86,149.0,326.0,0.00115289384092
LRCX,22,04/01/86,86.0,187.0,0.000665428659858
SWKS,23,04/01/86,77.0,167.0,0.000595790776849
YHOO,0,04/01/86,0,0,0.0
XLNX,0,04/01/86,0,0,0.0
WDAY,0,04/01/86,0,0,0.0
VRSN,0,04/01/86,0,0,0.0
VMW,0,04/01/86,0,0,0.0
ULTI,0,04/01/86,0,0,0.0
TWTR,0,04/01/86,0,0,0.0
TDC,0,04/01/86,0,0,0.0
SYMC,0,04/01/86,0,0,0.0
STX,0,04/01/86,0,0,0.0
SSNC,0,04/01/86,0,0,0.0
SPLK,0,04/01/86,0,0,0.0
SNPS,0,04/01/86,0,0,0.0
SNDK,0,04/01/86,0,0,0.0
RHT,0,04/01/86,0,0,0.0
QRVO,0,04/01/86,0,0,0.0
QCOM,0,04/01/86,0,0,0.0
PYPL,0,04/01/86,0,0,0.0
PTC,0,04/01/86,0,0,0.0
PANW,0,04/01/86,0,0,0.0
ON,0,04/01/86,0,0,0.0
NXPI,0,04/01/86,0,0,0.0
NVDA,0,04/01/86,0,0,0.0
NUAN,0,04/01/86,0,0,0.0
NTAP,0,04/01/86,0,0,0.0
NOW,0,04/01/86,0,0,0.0
NFLX,0,04/01/86,0,0,0.0
NCR,0,04/01/86,0,0,0.0
N,0,04/01/86,0,0,0.0
MXIM,0,04/01/86,0,0,0.0
MRVL,0,04/01/86,0,0,0.0
MCHP,0,04/01/86,0,0,0.0
MBLY,0,04/01/86,0,0,0.0
MANH,0,04/01/86,0,0,0.0
LNKD,0,04/01/86,0,0,0.0
LLTC,0,04/01/86,0,0,0.0
JNPR,0,04/01/86,0,0,0.0
IT,0,04/01/86,0,0,0.0
INTU,0,04/01/86,0,0,0.0
IMS,0,04/01/86,0,0,0.0
IM,0,04/01/86,0,0,0.0
IACI,0,04/01/86,0,0,0.0
GRMN,0,04/01/86,0,0,0.0
GOOGL,0,04/01/86,0,0,0.0
GDDY,0,04/01/86,0,0,0.0
FTNT,0,04/01/86,0,0,0.0
FSL,0,04/01/86,0,0,0.0
FFIV,0,04/01/86,0,0,0.0
FEYE,0,04/01/86,0,0,0.0
FB,0,04/01/86,0,0,0.0
EPAM,0,04/01/86,0,0,0.0
EBAY,0,04/01/86,0,0,0.0
DST,0,04/01/86,0,0,0.0
DOX,0,04/01/86,0,0,0.0
DATA,0,04/01/86,0,0,0.0
CTXS,0,04/01/86,0,0,0.0
CTSH,0,04/01/86,0,0,0.0
CSCO,0,04/01/86,0,0,0.0
CRM,0,04/01/86,0,0,0.0
COMM,0,04/01/86,0,0,0.0
CHKP,0,04/01/86,0,0,0.0
CERN,0,04/01/86,0,0,0.0
CDW,0,04/01/86,0,0,0.0
CDNS,0,04/01/86,0,0,0.0
CDKVV,0,04/01/86,0,0,0.0
BRCM,0,04/01/86,0,0,0.0
BRCD,0,04/01/86,0,0,0.0
AVGO,0,04/01/86,0,0,0.0
ATHN,0,04/01/86,0,0,0.0
ARRS,0,04/01/86,0,0,0.0
ANSS,0,04/01/86,0,0,0.0
ANET,0,04/01/86,0,0,0.0
AMZN,0,04/01/86,0,0,0.0
ALTR,0,04/01/86,0,0,0.0
AKAM,0,04/01/86,0,0,0.0
ADBE,0,04/01/86,0,0,0.0
894898,0,04/01/86,0,0,0.0
IBM,1,07/01/86,84561.0,183471.0,0.715031032792
HPQ,2,07/01/86,10752.0,23329.0,0.0909167780014
MSI,3,07/01/86,4950.0,10740.0,0.0418562175509
TXN,4,07/01/86,2883.0,6254.0,0.0243780757978
GLW,5,07/01/86,2551.0,5535.0,0.0215707496914
INTC,6,07/01/86,2351.0,5101.0,0.0198795893863
PBI,7,07/01/86,2309.0,5010.0,0.0195244457222
AAPL,8,07/01/86,2193.0,4759.0,0.0185435727453
HRS,9,07/01/86,1217.0,2640.0,0.0102907104564
ADI,10,07/01/86,745.0,1617.0,0.00629957213644
MSFT,11,07/01/86,740.0,1606.0,0.00625729312882
CA,12,07/01/86,561.0,1217.0,0.00474370465576
CSC,13,07/01/86,503.0,1092.0,0.00425326816729
KLAC,14,07/01/86,276.0,598.0,0.00233380122102
WDC,15,07/01/86,256.0,555.0,0.00216468519051
TYL,16,07/01/86,241.0,522.0,0.00203784816763
ORCL,17,07/01/86,222.0,481.0,0.00187718793864
ADSK,18,07/01/86,217.0,471.0,0.00183490893102
EMC,19,07/01/86,209.0,453.0,0.00176726251881
MU,20,07/01/86,168.0,364.0,0.00142057465627
AMAT,21,07/01/86,132.0,287.0,0.00111616580136
LLTC,22,07/01/86,109.0,236.0,0.000921682366271
SWKS,23,07/01/86,63.0,137.0,0.000532715496102
LRCX,24,07/01/86,53.0,115.0,0.000448157480848
YHOO,0,07/01/86,0,0,0.0
XLNX,0,07/01/86,0,0,0.0
WDAY,0,07/01/86,0,0,0.0
VRSN,0,07/01/86,0,0,0.0
VMW,0,07/01/86,0,0,0.0
ULTI,0,07/01/86,0,0,0.0
TWTR,0,07/01/86,0,0,0.0
TDC,0,07/01/86,0,0,0.0
SYMC,0,07/01/86,0,0,0.0
STX,0,07/01/86,0,0,0.0
SSNC,0,07/01/86,0,0,0.0
SPLK,0,07/01/86,0,0,0.0
SNPS,0,07/01/86,0,0,0.0
SNDK,0,07/01/86,0,0,0.0
RHT,0,07/01/86,0,0,0.0
QRVO,0,07/01/86,0,0,0.0
QCOM,0,07/01/86,0,0,0.0
PYPL,0,07/01/86,0,0,0.0
PTC,0,07/01/86,0,0,0.0
PANW,0,07/01/86,0,0,0.0
ON,0,07/01/86,0,0,0.0
NXPI,0,07/01/86,0,0,0.0
NVDA,0,07/01/86,0,0,0.0
NUAN,0,07/01/86,0,0,0.0
NTAP,0,07/01/86,0,0,0.0
NOW,0,07/01/86,0,0,0.0
NFLX,0,07/01/86,0,0,0.0
NCR,0,07/01/86,0,0,0.0
N,0,07/01/86,0,0,0.0
MXIM,0,07/01/86,0,0,0.0
MRVL,0,07/01/86,0,0,0.0
MCHP,0,07/01/86,0,0,0.0
MBLY,0,07/01/86,0,0,0.0
MANH,0,07/01/86,0,0,0.0
LNKD,0,07/01/86,0,0,0.0
JNPR,0,07/01/86,0,0,0.0
IT,0,07/01/86,0,0,0.0
INTU,0,07/01/86,0,0,0.0
IMS,0,07/01/86,0,0,0.0
IM,0,07/01/86,0,0,0.0
IACI,0,07/01/86,0,0,0.0
GRMN,0,07/01/86,0,0,0.0
GOOGL,0,07/01/86,0,0,0.0
GDDY,0,07/01/86,0,0,0.0
FTNT,0,07/01/86,0,0,0.0
FSL,0,07/01/86,0,0,0.0
FFIV,0,07/01/86,0,0,0.0
FEYE,0,07/01/86,0,0,0.0
FB,0,07/01/86,0,0,0.0
EPAM,0,07/01/86,0,0,0.0
EBAY,0,07/01/86,0,0,0.0
DST,0,07/01/86,0,0,0.0
DOX,0,07/01/86,0,0,0.0
DATA,0,07/01/86,0,0,0.0
CTXS,0,07/01/86,0,0,0.0
CTSH,0,07/01/86,0,0,0.0
CSCO,0,07/01/86,0,0,0.0
CRM,0,07/01/86,0,0,0.0
COMM,0,07/01/86,0,0,0.0
CHKP,0,07/01/86,0,0,0.0
CERN,0,07/01/86,0,0,0.0
CDW,0,07/01/86,0,0,0.0
CDNS,0,07/01/86,0,0,0.0
CDKVV,0,07/01/86,0,0,0.0
BRCM,0,07/01/86,0,0,0.0
BRCD,0,07/01/86,0,0,0.0
AVGO,0,07/01/86,0,0,0.0
ATHN,0,07/01/86,0,0,0.0
ARRS,0,07/01/86,0,0,0.0
ANSS,0,07/01/86,0,0,0.0
ANET,0,07/01/86,0,0,0.0
AMZN,0,07/01/86,0,0,0.0
ALTR,0,07/01/86,0,0,0.0
AKAM,0,07/01/86,0,0,0.0
ADBE,0,07/01/86,0,0,0.0
894898,0,07/01/86,0,0,0.0
IBM,1,10/01/86,76552.0,164942.0,0.688943886964
HPQ,2,10/01/86,10602.0,22844.0,0.0954146604869
MSI,3,10/01/86,4715.0,10159.0,0.042433514827
TXN,4,10/01/86,2926.0,6304.0,0.0263330783423
PBI,5,10/01/86,2622.0,5649.0,0.0235971740989
INTC,6,10/01/86,2436.0,5248.0,0.0219232326869
AAPL,7,10/01/86,2382.0,5132.0,0.0214372496963
GLW,8,10/01/86,2360.0,5086.0,0.021239256626
HRS,9,10/01/86,1235.0,2660.0,0.0111146109886
MSFT,10,10/01/86,1085.0,2338.0,0.00976465823696
ADI,11,10/01/86,688.0,1483.0,0.00619178328758
CA,12,10/01/86,674.0,1453.0,0.00606578769743
CSC,13,10/01/86,587.0,1265.0,0.00528281510147
WDC,14,10/01/86,334.0,720.0,0.00300589479368
ADSK,15,10/01/86,248.0,533.0,0.00223192188273
ORCL,16,10/01/86,247.0,533.0,0.00222292219772
ADBE,17,10/01/86,244.0,525.0,0.00219592314269
EMC,18,10/01/86,238.0,513.0,0.00214192503262
KLAC,19,10/01/86,235.0,506.0,0.00211492597759
TYL,20,10/01/86,226.0,487.0,0.00203392881249
LLTC,21,10/01/86,131.0,283.0,0.00117895873644
AMAT,22,10/01/86,127.0,274.0,0.0011429599964
MU,23,10/01/86,125.0,269.0,0.00112496062638
SWKS,24,10/01/86,58.0,125.0,0.000521981730639
LRCX,25,10/01/86,38.0,82.0,0.000341988030419
YHOO,0,10/01/86,0,0,0.0
XLNX,0,10/01/86,0,0,0.0
WDAY,0,10/01/86,0,0,0.0
VRSN,0,10/01/86,0,0,0.0
VMW,0,10/01/86,0,0,0.0
ULTI,0,10/01/86,0,0,0.0
TWTR,0,10/01/86,0,0,0.0
TDC,0,10/01/86,0,0,0.0
SYMC,0,10/01/86,0,0,0.0
STX,0,10/01/86,0,0,0.0
SSNC,0,10/01/86,0,0,0.0
SPLK,0,10/01/86,0,0,0.0
SNPS,0,10/01/86,0,0,0.0
SNDK,0,10/01/86,0,0,0.0
RHT,0,10/01/86,0,0,0.0
QRVO,0,10/01/86,0,0,0.0
QCOM,0,10/01/86,0,0,0.0
PYPL,0,10/01/86,0,0,0.0
PTC,0,10/01/86,0,0,0.0
PANW,0,10/01/86,0,0,0.0
ON,0,10/01/86,0,0,0.0
NXPI,0,10/01/86,0,0,0.0
NVDA,0,10/01/86,0,0,0.0
NUAN,0,10/01/86,0,0,0.0
NTAP,0,10/01/86,0,0,0.0
NOW,0,10/01/86,0,0,0.0
NFLX,0,10/01/86,0,0,0.0
NCR,0,10/01/86,0,0,0.0
N,0,10/01/86,0,0,0.0
MXIM,0,10/01/86,0,0,0.0
MRVL,0,10/01/86,0,0,0.0
MCHP,0,10/01/86,0,0,0.0
MBLY,0,10/01/86,0,0,0.0
MANH,0,10/01/86,0,0,0.0
LNKD,0,10/01/86,0,0,0.0
JNPR,0,10/01/86,0,0,0.0
IT,0,10/01/86,0,0,0.0
INTU,0,10/01/86,0,0,0.0
IMS,0,10/01/86,0,0,0.0
IM,0,10/01/86,0,0,0.0
IACI,0,10/01/86,0,0,0.0
GRMN,0,10/01/86,0,0,0.0
GOOGL,0,10/01/86,0,0,0.0
GDDY,0,10/01/86,0,0,0.0
FTNT,0,10/01/86,0,0,0.0
FSL,0,10/01/86,0,0,0.0
FFIV,0,10/01/86,0,0,0.0
FEYE,0,10/01/86,0,0,0.0
FB,0,10/01/86,0,0,0.0
EPAM,0,10/01/86,0,0,0.0
EBAY,0,10/01/86,0,0,0.0
DST,0,10/01/86,0,0,0.0
DOX,0,10/01/86,0,0,0.0
DATA,0,10/01/86,0,0,0.0
CTXS,0,10/01/86,0,0,0.0
CTSH,0,10/01/86,0,0,0.0
CSCO,0,10/01/86,0,0,0.0
CRM,0,10/01/86,0,0,0.0
COMM,0,10/01/86,0,0,0.0
CHKP,0,10/01/86,0,0,0.0
CERN,0,10/01/86,0,0,0.0
CDW,0,10/01/86,0,0,0.0
CDNS,0,10/01/86,0,0,0.0
CDKVV,0,10/01/86,0,0,0.0
BRCM,0,10/01/86,0,0,0.0
BRCD,0,10/01/86,0,0,0.0
AVGO,0,10/01/86,0,0,0.0
ATHN,0,10/01/86,0,0,0.0
ARRS,0,10/01/86,0,0,0.0
ANSS,0,10/01/86,0,0,0.0
ANET,0,10/01/86,0,0,0.0
AMZN,0,10/01/86,0,0,0.0
ALTR,0,10/01/86,0,0,0.0
AKAM,0,10/01/86,0,0,0.0
894898,0,10/01/86,0,0,0.0
IBM,1,01/01/87,82386.0,175394.0,0.64010007148
HPQ,2,01/01/87,13585.0,28922.0,0.105548994623
MSI,3,01/01/87,6107.0,13001.0,0.0474484880505
TXN,4,01/01/87,3868.0,8234.0,0.0300525219878
INTC,5,01/01/87,3867.0,8232.0,0.0300447524629
AAPL,6,01/01/87,3686.0,7847.0,0.0286384684713
PBI,7,01/01/87,3151.0,6709.0,0.0244817726948
GLW,8,01/01/87,2624.0,5586.0,0.0203872331168
MSFT,9,01/01/87,1882.0,4006.0,0.0146222457035
HRS,10,01/01/87,1477.0,3143.0,0.011475588153
CA,11,01/01/87,971.0,2067.0,0.0075442085962
ADI,12,01/01/87,849.0,1808.0,0.00659632656867
CSC,13,01/01/87,780.0,1661.0,0.00606022935637
WDC,14,01/01/87,558.0,1189.0,0.00433539484725
ORCL,15,01/01/87,443.0,944.0,0.00344189949343
ADSK,16,01/01/87,410.0,872.0,0.0031855051745
ADBE,17,01/01/87,374.0,797.0,0.00290580228113
EMC,18,01/01/87,361.0,769.0,0.00280479845853
KLAC,19,01/01/87,351.0,748.0,0.00272710321037
TYL,20,01/01/87,257.0,548.0,0.00199676787768
AMAT,21,01/01/87,203.0,433.0,0.00157721353762
LLTC,22,01/01/87,180.0,384.0,0.00139851446686
MU,23,01/01/87,146.0,312.0,0.00113435062312
CERN,24,01/01/87,85.0,182.0,0.000660409609348
SWKS,25,01/01/87,56.0,118.0,0.000435093389688
LRCX,26,01/01/87,51.0,109.0,0.000396245765609
YHOO,0,01/01/87,0,0,0.0
XLNX,0,01/01/87,0,0,0.0
WDAY,0,01/01/87,0,0,0.0
VRSN,0,01/01/87,0,0,0.0
VMW,0,01/01/87,0,0,0.0
ULTI,0,01/01/87,0,0,0.0
TWTR,0,01/01/87,0,0,0.0
TDC,0,01/01/87,0,0,0.0
SYMC,0,01/01/87,0,0,0.0
STX,0,01/01/87,0,0,0.0
SSNC,0,01/01/87,0,0,0.0
SPLK,0,01/01/87,0,0,0.0
SNPS,0,01/01/87,0,0,0.0
SNDK,0,01/01/87,0,0,0.0
RHT,0,01/01/87,0,0,0.0
QRVO,0,01/01/87,0,0,0.0
QCOM,0,01/01/87,0,0,0.0
PYPL,0,01/01/87,0,0,0.0
PTC,0,01/01/87,0,0,0.0
PANW,0,01/01/87,0,0,0.0
ON,0,01/01/87,0,0,0.0
NXPI,0,01/01/87,0,0,0.0
NVDA,0,01/01/87,0,0,0.0
NUAN,0,01/01/87,0,0,0.0
NTAP,0,01/01/87,0,0,0.0
NOW,0,01/01/87,0,0,0.0
NFLX,0,01/01/87,0,0,0.0
NCR,0,01/01/87,0,0,0.0
N,0,01/01/87,0,0,0.0
MXIM,0,01/01/87,0,0,0.0
MRVL,0,01/01/87,0,0,0.0
MCHP,0,01/01/87,0,0,0.0
MBLY,0,01/01/87,0,0,0.0
MANH,0,01/01/87,0,0,0.0
LNKD,0,01/01/87,0,0,0.0
JNPR,0,01/01/87,0,0,0.0
IT,0,01/01/87,0,0,0.0
INTU,0,01/01/87,0,0,0.0
IMS,0,01/01/87,0,0,0.0
IM,0,01/01/87,0,0,0.0
IACI,0,01/01/87,0,0,0.0
GRMN,0,01/01/87,0,0,0.0
GOOGL,0,01/01/87,0,0,0.0
GDDY,0,01/01/87,0,0,0.0
FTNT,0,01/01/87,0,0,0.0
FSL,0,01/01/87,0,0,0.0
FFIV,0,01/01/87,0,0,0.0
FEYE,0,01/01/87,0,0,0.0
FB,0,01/01/87,0,0,0.0
EPAM,0,01/01/87,0,0,0.0
EBAY,0,01/01/87,0,0,0.0
DST,0,01/01/87,0,0,0.0
DOX,0,01/01/87,0,0,0.0
DATA,0,01/01/87,0,0,0.0
CTXS,0,01/01/87,0,0,0.0
CTSH,0,01/01/87,0,0,0.0
CSCO,0,01/01/87,0,0,0.0
CRM,0,01/01/87,0,0,0.0
COMM,0,01/01/87,0,0,0.0
CHKP,0,01/01/87,0,0,0.0
CDW,0,01/01/87,0,0,0.0
CDNS,0,01/01/87,0,0,0.0
CDKVV,0,01/01/87,0,0,0.0
BRCM,0,01/01/87,0,0,0.0
BRCD,0,01/01/87,0,0,0.0
AVGO,0,01/01/87,0,0,0.0
ATHN,0,01/01/87,0,0,0.0
ARRS,0,01/01/87,0,0,0.0
ANSS,0,01/01/87,0,0,0.0
ANET,0,01/01/87,0,0,0.0
AMZN,0,01/01/87,0,0,0.0
ALTR,0,01/01/87,0,0,0.0
AKAM,0,01/01/87,0,0,0.0
894898,0,01/01/87,0,0,0.0
IBM,1,04/01/87,95754.0,201571.0,0.636518340269
HPQ,2,04/01/87,15388.0,32393.0,0.102290705559
MSI,3,04/01/87,7272.0,15309.0,0.0483401358735
INTC,4,04/01/87,5070.0,10674.0,0.0337024874696
AAPL,5,04/01/87,4801.0,10106.0,0.031914327878
TXN,6,04/01/87,4705.0,9904.0,0.0312761742691
PBI,7,04/01/87,3079.0,6482.0,0.0204674475185
GLW,8,04/01/87,2876.0,6055.0,0.019118018533
MSFT,9,04/01/87,2698.0,5680.0,0.0179347753832
HRS,10,04/01/87,1543.0,3248.0,0.0102569897762
CA,11,04/01/87,1209.0,2546.0,0.00803674701198
ADI,12,04/01/87,917.0,1931.0,0.0060956964516
CSC,13,04/01/87,851.0,1792.0,0.00565696584549
ORCL,14,04/01/87,683.0,1438.0,0.00454019702993
WDC,15,04/01/87,659.0,1388.0,0.0043806586277
ADSK,16,04/01/87,539.0,1135.0,0.00358296661659
ADBE,17,04/01/87,429.0,903.0,0.00285174893973
EMC,18,04/01/87,385.0,810.0,0.00255926186899
KLAC,19,04/01/87,372.0,784.0,0.00247284523445
MU,20,04/01/87,282.0,595.0,0.00187457622612
AMAT,21,04/01/87,281.0,592.0,0.00186792879269
TYL,22,04/01/87,233.0,491.0,0.00154885198825
LLTC,23,04/01/87,205.0,432.0,0.00136272385232
