ticker,rank,quarter,nominal,real,relative
NFLX,0,07/01/01,0,0,0.0
N,0,07/01/01,0,0,0.0
MBLY,0,07/01/01,0,0,0.0
LNKD,0,07/01/01,0,0,0.0
IMS,0,07/01/01,0,0,0.0
GOOGL,0,07/01/01,0,0,0.0
GDDY,0,07/01/01,0,0,0.0
FTNT,0,07/01/01,0,0,0.0
FSL,0,07/01/01,0,0,0.0
FEYE,0,07/01/01,0,0,0.0
FB,0,07/01/01,0,0,0.0
EPAM,0,07/01/01,0,0,0.0
DATA,0,07/01/01,0,0,0.0
CRM,0,07/01/01,0,0,0.0
COMM,0,07/01/01,0,0,0.0
CDW,0,07/01/01,0,0,0.0
CDKVV,0,07/01/01,0,0,0.0
AVGO,0,07/01/01,0,0,0.0
ATHN,0,07/01/01,0,0,0.0
ANET,0,07/01/01,0,0,0.0
894898,0,07/01/01,0,0.0,0.0
MSFT,1,10/01/01,339985.0,455895.0,0.230385689436
IBM,2,10/01/01,193149.0,258999.0,0.13088449646
INTC,3,10/01/01,192313.0,257878.0,0.130317993713
CSCO,4,10/01/01,132991.0,178332.0,0.090119338276
ORCL,5,10/01/01,80359.0,107756.0,0.0544540600832
TXN,6,10/01/01,52065.0,69816.0,0.0352810592246
QCOM,7,10/01/01,40568.0,54399.0,0.0274902911865
HPQ,8,10/01/01,37971.0,50916.0,0.0257304734432
MSI,9,10/01/01,37514.0,50304.0,0.02542079431
EMC,10,10/01/01,31881.0,42750.0,0.0216036771178
AMAT,11,10/01/01,31023.0,41600.0,0.021022266404
CA,12,10/01/01,18017.0,24159.0,0.0122089473552
EBAY,13,10/01/01,16612.0,22276.0,0.0112568703705
MXIM,14,10/01/01,16412.0,22008.0,0.0111213433976
MU,15,10/01/01,15640.0,20973.0,0.0105982092821
ADI,16,10/01/01,15253.0,20453.0,0.0103359645895
LLTC,17,10/01/01,12709.0,17042.0,0.00861206149401
XLNX,18,10/01/01,11522.0,15450.0,0.00780770890975
PBI,19,10/01/01,9405.0,12612.0,0.00637315590142
VRSN,20,10/01/01,8905.0,11942.0,0.00603433846913
KLAC,21,10/01/01,8629.0,11571.0,0.0058473112465
INTU,22,10/01/01,8620.0,11559.0,0.00584121253272
ALTR,23,10/01/01,8554.0,11471.0,0.00579648863166
GLW,24,10/01/01,8278.0,11100.0,0.00560946140903
YHOO,25,10/01/01,8160.0,10942.0,0.00552950049501
CHKP,26,10/01/01,8117.0,10884.0,0.00550036219584
ADBE,27,10/01/01,7382.0,9899.0,0.00500230057037
NVDA,28,10/01/01,7332.0,9832.0,0.00496841882714
BRCM,29,10/01/01,7159.0,9599.0,0.00485118799556
CSC,30,10/01/01,7155.0,9594.0,0.0048484774561
JNPR,31,10/01/01,7074.0,9485.0,0.00479358903207
AAPL,32,10/01/01,6840.0,9173.0,0.00463502247376
IACI,33,10/01/01,6818.0,9143.0,0.00462011450674
DOX,34,10/01/01,6719.0,9010.0,0.00455302865515
BRCD,35,10/01/01,6628.0,8888.0,0.00449136388247
DST,36,10/01/01,5551.0,7444.0,0.00376155113331
CDNS,37,10/01/01,5393.0,7232.0,0.00365448482471
NTAP,38,10/01/01,5228.0,7011.0,0.00354267507205
MCHP,39,10/01/01,4670.0,6262.0,0.00316455481761
CTXS,40,10/01/01,4327.0,5803.0,0.00293212605906
SYMC,41,10/01/01,4173.0,5596.0,0.00282777028991
QRVO,42,10/01/01,3692.0,4951.0,0.00250182792005
NCR,43,10/01/01,3533.0,4738.0,0.00239408397658
MRVL,44,10/01/01,3374.0,4525.0,0.00228634003311
AMZN,45,10/01/01,3371.0,4521.0,0.00228430712852
SNPS,46,10/01/01,3108.0,4168.0,0.00210608915913
LRCX,47,10/01/01,2674.0,3586.0,0.0018119956279
HRS,48,10/01/01,2141.0,2871.0,0.00145081624508
ADSK,49,10/01/01,1982.0,2657.0,0.00134307230161
PTC,50,10/01/01,1949.0,2613.0,0.00132071035108
GRMN,51,10/01/01,1920.0,2575.0,0.00130105894
CERN,52,10/01/01,1878.0,2519.0,0.00127259827569
IM,53,10/01/01,1150.0,1542.0,0.000779280094273
SWKS,54,10/01/01,1066.0,1429.0,0.000722358765647
RHT,55,10/01/01,974.0,1306.0,0.000660016358106
SNDK,56,10/01/01,887.0,1189.0,0.000601062124887
WDC,57,10/01/01,799.0,1071.0,0.000541430256803
MANH,58,10/01/01,789.0,1057.0,0.000534653908157
ARRS,59,10/01/01,545.0,731.0,0.000369311001199
AKAM,60,10/01/01,541.0,725.0,0.00036660046174
IT,61,10/01/01,515.0,691.0,0.000348981955261
FFIV,62,10/01/01,478.0,642.0,0.000323909465272
ANSS,63,10/01/01,325.0,436.0,0.00022023133099
ON,64,10/01/01,297.0,398.0,0.000201257554782
CTSH,65,10/01/01,256.0,343.0,0.000173474525334
TYL,66,10/01/01,164.0,219.0,0.000111132117792
NUAN,67,10/01/01,162.0,217.0,0.000109776848063
ULTI,68,10/01/01,50.0,67.0,3.38817432292e-05
WDAY,0,10/01/01,0,0,0.0
VMW,0,10/01/01,0,0,0.0
TWTR,0,10/01/01,0,0,0.0
TDC,0,10/01/01,0,0,0.0
STX,0,10/01/01,0,0,0.0
SSNC,0,10/01/01,0,0,0.0
SPLK,0,10/01/01,0,0,0.0
PYPL,0,10/01/01,0,0,0.0
PANW,0,10/01/01,0,0,0.0
NXPI,0,10/01/01,0,0,0.0
NOW,0,10/01/01,0,0,0.0
NFLX,0,10/01/01,0,0,0.0
N,0,10/01/01,0,0,0.0
MBLY,0,10/01/01,0,0,0.0
LNKD,0,10/01/01,0,0,0.0
IMS,0,10/01/01,0,0,0.0
GOOGL,0,10/01/01,0,0,0.0
GDDY,0,10/01/01,0,0,0.0
FTNT,0,10/01/01,0,0,0.0
FSL,0,10/01/01,0,0,0.0
FEYE,0,10/01/01,0,0,0.0
FB,0,10/01/01,0,0,0.0
EPAM,0,10/01/01,0,0,0.0
DATA,0,10/01/01,0,0,0.0
CRM,0,10/01/01,0,0,0.0
COMM,0,10/01/01,0,0,0.0
CDW,0,10/01/01,0,0,0.0
CDKVV,0,10/01/01,0,0,0.0
AVGO,0,10/01/01,0,0,0.0
ATHN,0,10/01/01,0,0,0.0
ANET,0,10/01/01,0,0,0.0
894898,0,10/01/01,0,0.0,0.0
MSFT,1,01/01/02,340231.0,454774.0,0.22488812802
INTC,2,01/01/02,218622.0,292224.0,0.144506209969
IBM,3,01/01/02,186657.0,249498.0,0.123377773665
CSCO,4,01/01/02,130071.0,173861.0,0.0859751865635
ORCL,5,01/01/02,83743.0,111936.0,0.0553529998876
TXN,6,01/01/02,53229.0,71150.0,0.0351836551236
HPQ,7,01/01/02,40419.0,54026.0,0.0267164169239
AMAT,8,01/01/02,37975.0,50760.0,0.0251009657014
QCOM,9,01/01/02,32008.0,42784.0,0.0211568587273
MSI,10,01/01/02,30923.0,41334.0,0.0204396882787
EMC,11,01/01/02,30446.0,40696.0,0.020124397676
MU,12,01/01/02,20745.0,27728.0,0.0137121667801
MXIM,13,01/01/02,17555.0,23465.0,0.0116036195626
EBAY,14,01/01/02,16291.0,21775.0,0.0107681325146
ADI,15,01/01/02,15735.0,21033.0,0.0104006239713
CA,16,01/01/02,15637.0,20902.0,0.0103358472857
XLNX,17,01/01/02,13656.0,18253.0,0.00902643285368
LLTC,18,01/01/02,13169.0,17602.0,0.00870453238504
KLAC,19,01/01/02,11082.0,14813.0,0.00732505337467
YHOO,20,01/01/02,10292.0,13757.0,0.00680287396969
PBI,21,01/01/02,9877.0,13202.0,0.00652856453543
IACI,22,01/01/02,9520.0,12725.0,0.0062925923233
ALTR,23,01/01/02,8875.0,11862.0,0.00586625597367
ADBE,24,01/01/02,8654.0,11567.0,0.00572017793759
NVDA,25,01/01/02,8477.0,11331.0,0.00560318331141
AAPL,26,01/01/02,8290.0,11081.0,0.00547957881935
CSC,27,01/01/02,8244.0,11019.0,0.00544917343627
INTU,28,01/01/02,8178.0,10932.0,0.00540554832142
CHKP,29,01/01/02,7902.0,10562.0,0.00522311602298
BRCM,30,01/01/02,7648.0,10223.0,0.00505522542948
GLW,31,01/01/02,7557.0,10101.0,0.00499507564992
BRCD,32,01/01/02,7214.0,9642.0,0.00476835725003
VRSN,33,01/01/02,7006.0,9365.0,0.00463087203961
DOX,34,01/01/02,7003.0,9361.0,0.00462888907984
NTAP,35,01/01/02,6515.0,8708.0,0.00430632762461
DST,36,01/01/02,5518.0,7376.0,0.0036473239958
CDNS,37,01/01/02,5505.0,7358.0,0.00363873117014
SYMC,38,01/01/02,5224.0,6982.0,0.00345299393875
MCHP,39,01/01/02,5170.0,6911.0,0.00341730066297
AMZN,40,01/01/02,4997.0,6680.0,0.00330294998314
JNPR,41,01/01/02,4610.0,6162.0,0.00304714817336
MRVL,42,01/01/02,4546.0,6076.0,0.00300484503169
NCR,43,01/01/02,4120.0,5507.0,0.00272326474496
CTXS,44,01/01/02,3395.0,4538.0,0.00224404946824
SNPS,45,01/01/02,3199.0,4276.0,0.00211449609687
LRCX,46,01/01/02,3117.0,4167.0,0.00206029519661
QRVO,47,01/01/02,3058.0,4087.0,0.00202129698788
ADSK,48,01/01/02,2315.0,3094.0,0.00153018395257
GRMN,49,01/01/02,2217.0,2963.0,0.00146540726689
HRS,50,01/01/02,2211.0,2955.0,0.00146144134736
PTC,51,01/01/02,1927.0,2576.0,0.0012737211562
CERN,52,01/01/02,1656.0,2214.0,0.00109459379069
IM,53,01/01/02,1322.0,1768.0,0.000873824270106
RHT,54,01/01/02,1239.0,1657.0,0.000818962383253
WDC,55,01/01/02,1198.0,1602.0,0.000791861933121
SNDK,56,01/01/02,1142.0,1526.0,0.000754846684161
MANH,57,01/01/02,839.0,1121.0,0.00055456774782
SWKS,58,01/01/02,827.0,1105.0,0.000546635908757
ARRS,59,01/01/02,727.0,971.0,0.000480537249899
IT,60,01/01/02,622.0,831.0,0.000411133658098
FFIV,61,01/01/02,556.0,744.0,0.000367508543252
ON,62,01/01/02,536.0,716.0,0.00035428881148
AKAM,63,01/01/02,494.0,660.0,0.00032652737476
ANSS,64,01/01/02,355.0,475.0,0.000234650238947
CTSH,65,01/01/02,297.0,397.0,0.000196313016809
NUAN,66,01/01/02,229.0,306.0,0.000151365928785
TYL,67,01/01/02,210.0,281.0,0.000138807183602
ULTI,68,01/01/02,66.0,88.0,4.36251148464e-05
WDAY,0,01/01/02,0,0,0.0
VMW,0,01/01/02,0,0,0.0
TWTR,0,01/01/02,0,0,0.0
TDC,0,01/01/02,0,0,0.0
STX,0,01/01/02,0,0,0.0
SSNC,0,01/01/02,0,0,0.0
SPLK,0,01/01/02,0,0,0.0
PYPL,0,01/01/02,0,0,0.0
PANW,0,01/01/02,0,0,0.0
NXPI,0,01/01/02,0,0,0.0
NOW,0,01/01/02,0,0,0.0
NFLX,0,01/01/02,0,0,0.0
N,0,01/01/02,0,0,0.0
MBLY,0,01/01/02,0,0,0.0
LNKD,0,01/01/02,0,0,0.0
IMS,0,01/01/02,0,0,0.0
GOOGL,0,01/01/02,0,0,0.0
GDDY,0,01/01/02,0,0,0.0
FTNT,0,01/01/02,0,0,0.0
FSL,0,01/01/02,0,0,0.0
FEYE,0,01/01/02,0,0,0.0
FB,0,01/01/02,0,0,0.0
EPAM,0,01/01/02,0,0,0.0
DATA,0,01/01/02,0,0,0.0
CRM,0,01/01/02,0,0,0.0
COMM,0,01/01/02,0,0,0.0
CDW,0,01/01/02,0,0,0.0
CDKVV,0,01/01/02,0,0,0.0
AVGO,0,01/01/02,0,0,0.0
ATHN,0,01/01/02,0,0,0.0
ANET,0,01/01/02,0,0,0.0
894898,0,01/01/02,0,0.0,0.0
MSFT,1,04/01/02,291774.0,386960.0,0.229064410676
INTC,2,04/01/02,178626.0,236900.0,0.140234768764
IBM,3,04/01/02,141198.0,187261.0,0.110850989665
CSCO,4,04/01/02,111754.0,148212.0,0.0877352476597
ORCL,5,04/01/02,52869.0,70116.0,0.0415061188729
TXN,6,04/01/02,51140.0,67823.0,0.0401487245675
HPQ,7,04/01/02,47757.0,63336.0,0.0374928165657
AMAT,8,04/01/02,38975.0,51690.0,0.0305982897931
MSI,9,04/01/02,35050.0,46485.0,0.0275168712572
QCOM,10,04/01/02,24375.0,32327.0,0.0191361979142
EMC,11,04/01/02,18783.0,24910.0,0.0147460597096
EBAY,12,04/01/02,15583.0,20667.0,0.0122338203937
MXIM,13,04/01/02,15513.0,20573.0,0.0121788651587
MU,14,04/01/02,14964.0,19846.0,0.0117478591011
ADI,15,04/01/02,13612.0,18053.0,0.0106864379901
LLTC,16,04/01/02,11977.0,15884.0,0.00940284071461
XLNX,17,04/01/02,11816.0,15671.0,0.00927644367402
KLAC,18,04/01/02,10605.0,14065.0,0.00832571810791
CA,19,04/01/02,10431.0,13834.0,0.0081891150951
PBI,20,04/01/02,10085.0,13375.0,0.00791747921907
IACI,21,04/01/02,9775.0,12964.0,0.00767410603534
YHOO,22,04/01/02,9580.0,12705.0,0.00752101645203
INTU,23,04/01/02,8822.0,11700.0,0.00692592976407
ADBE,24,04/01/02,8688.0,11523.0,0.00682072974272
AAPL,25,04/01/02,8112.0,10758.0,0.00636852666585
CSC,26,04/01/02,7885.0,10458.0,0.00619031468938
ALTR,27,04/01/02,7327.0,9718.0,0.00575224295866
AMZN,28,04/01/02,6262.0,8304.0,0.00491613831134
MCHP,29,04/01/02,5927.0,7860.0,0.00465313825795
DST,30,04/01/02,5725.0,7593.0,0.00449455315113
GLW,31,04/01/02,5440.0,7215.0,0.00427080683706
BRCM,32,04/01/02,5341.0,7083.0,0.00419308443322
BRCD,33,04/01/02,5149.0,6829.0,0.00404235007427
NTAP,34,04/01/02,5078.0,6735.0,0.00398660976445
NVDA,35,04/01/02,4956.0,6573.0,0.00389083064053
SYMC,36,04/01/02,4861.0,6447.0,0.00381624853584
CDNS,37,04/01/02,4818.0,6390.0,0.00378249032003
CHKP,38,04/01/02,4142.0,5493.0,0.00325177976454
DOX,39,04/01/02,4104.0,5442.0,0.00322194692266
MRVL,40,04/01/02,3959.0,5250.0,0.00310811107866
NCR,41,04/01/02,3772.0,5003.0,0.00296130209364
SNPS,42,04/01/02,3278.0,4347.0,0.00257347514924
VRSN,43,04/01/02,3227.0,4279.0,0.00253343633515
JNPR,44,04/01/02,3084.0,4090.0,0.00242117064072
LRCX,45,04/01/02,3062.0,4061.0,0.00240389899542
QRVO,46,04/01/02,2552.0,3384.0,0.00200351085444
GRMN,47,04/01/02,2508.0,3327.0,0.00196896756385
HRS,48,04/01/02,2422.0,3212.0,0.00190145113223
CTXS,49,04/01/02,2087.0,2768.0,0.00163845107885
CERN,50,04/01/02,1829.0,2425.0,0.001435901784
ADSK,51,04/01/02,1810.0,2400.0,0.00142098536307
IM,52,04/01/02,1597.0,2118.0,0.0012537644336
PTC,53,04/01/02,1090.0,1445.0,0.000855731516984
SNDK,54,04/01/02,1081.0,1433.0,0.000848665843908
WDC,55,04/01/02,1005.0,1333.0,0.000789000160155
MANH,56,04/01/02,891.0,1182.0,0.000699501634526
RHT,57,04/01/02,860.0,1141.0,0.000675164316153
ON,58,04/01/02,624.0,828.0,0.000489886666604
ARRS,59,04/01/02,613.0,813.0,0.000481250843955
IT,60,04/01/02,607.0,805.0,0.000476540395238
SWKS,61,04/01/02,498.0,660.0,0.00039096724354
NUAN,62,04/01/02,453.0,600.0,0.00035563887816
CTSH,63,04/01/02,376.0,499.0,0.00029518811962
ANSS,64,04/01/02,369.0,489.0,0.000289692596117
FFIV,65,04/01/02,329.0,436.0,0.000258289604668
NFLX,66,04/01/02,308.0,409.0,0.000241803034157
AKAM,67,04/01/02,280.0,372.0,0.000219820940143
TYL,68,04/01/02,253.0,336.0,0.000198623920915
ULTI,69,04/01/02,61.0,81.0,4.78895619597e-05
WDAY,0,04/01/02,0,0,0.0
VMW,0,04/01/02,0,0,0.0
TWTR,0,04/01/02,0,0,0.0
TDC,0,04/01/02,0,0,0.0
STX,0,04/01/02,0,0,0.0
SSNC,0,04/01/02,0,0,0.0
SPLK,0,04/01/02,0,0,0.0
PYPL,0,04/01/02,0,0,0.0
PANW,0,04/01/02,0,0,0.0
NXPI,0,04/01/02,0,0,0.0
NOW,0,04/01/02,0,0,0.0
N,0,04/01/02,0,0,0.0
MBLY,0,04/01/02,0,0,0.0
LNKD,0,04/01/02,0,0,0.0
IMS,0,04/01/02,0,0,0.0
GOOGL,0,04/01/02,0,0,0.0
GDDY,0,04/01/02,0,0,0.0
FTNT,0,04/01/02,0,0,0.0
FSL,0,04/01/02,0,0,0.0
FEYE,0,04/01/02,0,0,0.0
FB,0,04/01/02,0,0,0.0
EPAM,0,04/01/02,0,0,0.0
DATA,0,04/01/02,0,0,0.0
CRM,0,04/01/02,0,0,0.0
COMM,0,04/01/02,0,0,0.0
CDW,0,04/01/02,0,0,0.0
CDKVV,0,04/01/02,0,0,0.0
AVGO,0,04/01/02,0,0,0.0
ATHN,0,04/01/02,0,0,0.0
ANET,0,04/01/02,0,0,0.0
894898,0,04/01/02,0,0.0,0.0
MSFT,1,07/01/02,263231.0,347237.0,0.258090356284
IBM,2,07/01/02,120713.0,159236.0,0.118355593293
INTC,3,07/01/02,115166.0,151919.0,0.112916920772
CSCO,4,07/01/02,96414.0,127183.0,0.0945311289731
ORCL,5,07/01/02,51695.0,68192.0,0.0506854472614
HPQ,6,07/01/02,41961.0,55352.0,0.0411415427515
TXN,7,07/01/02,36118.0,47645.0,0.0354126508209
MSI,8,07/01/02,28506.0,37603.0,0.0279493057285
AMAT,9,07/01/02,24143.0,31848.0,0.023671510847
QCOM,10,07/01/02,21496.0,28356.0,0.0210762041654
EBAY,11,07/01/02,16190.0,21357.0,0.0158738251506
EMC,12,07/01/02,15475.0,20413.0,0.0151727884006
MU,13,07/01/02,11370.0,14999.0,0.0111479550317
MXIM,14,07/01/02,10610.0,13996.0,0.0104027970876
INTU,15,07/01/02,9455.0,12473.0,0.00927035310682
ADI,16,07/01/02,8935.0,11786.0,0.00876050819772
PBI,17,07/01/02,8660.0,11424.0,0.00849087867848
LLTC,18,07/01/02,8509.0,11225.0,0.00834282756065
IACI,19,07/01/02,8086.0,10666.0,0.00792808833651
YHOO,20,07/01/02,6968.0,9192.0,0.00683192178195
KLAC,21,07/01/02,6918.0,9125.0,0.006782898233
XLNX,22,07/01/02,6427.0,8478.0,0.00630148698229
CA,23,07/01/02,6362.0,8392.0,0.00623775636865
CSC,24,07/01/02,6166.0,8134.0,0.00604558405676
AMZN,25,07/01/02,5755.0,7591.0,0.00564261048437
AAPL,26,07/01/02,5510.0,7269.0,0.00540239509451
ADBE,27,07/01/02,5180.0,6833.0,0.00507883967142
SYMC,28,07/01/02,4683.0,6177.0,0.00459154559484
ALTR,29,07/01/02,4408.0,5814.0,0.00432191607561
MCHP,30,07/01/02,4356.0,5746.0,0.0042709315847
DST,31,07/01/02,4184.0,5519.0,0.0041022905763
CHKP,32,07/01/02,3629.0,4787.0,0.00355812918293
BRCD,33,07/01/02,3556.0,4691.0,0.00348655480146
CDNS,34,07/01/02,3456.0,4560.0,0.00338850770356
BRCM,35,07/01/02,3380.0,4458.0,0.00331399190915
SNPS,36,07/01/02,3348.0,4417.0,0.00328261683782
NTAP,37,07/01/02,3151.0,4156.0,0.00308946405495
NCR,38,07/01/02,2762.0,3643.0,0.00270806084411
JNPR,39,07/01/02,2521.0,3325.0,0.00247176733816
MRVL,40,07/01/02,2301.0,3036.0,0.00225606372277
GLW,41,07/01/02,2275.0,3001.0,0.00223057147731
HRS,42,07/01/02,2200.0,2902.0,0.00215703615389
GRMN,43,07/01/02,2134.0,2815.0,0.00209232506927
NVDA,44,07/01/02,1924.0,2538.0,0.00188642616367
IM,45,07/01/02,1889.0,2492.0,0.00185210967941
DOX,46,07/01/02,1705.0,2249.0,0.00167170301926
LRCX,47,07/01/02,1646.0,2172.0,0.0016138552315
VRSN,48,07/01/02,1531.0,2020.0,0.00150110106891
ADSK,49,07/01/02,1449.0,1912.0,0.00142070244863
CERN,50,07/01/02,1396.0,1842.0,0.00136873748674
QRVO,51,07/01/02,1192.0,1572.0,0.00116872140702
CTXS,52,07/01/02,1035.0,1365.0,0.00101478746331
SNDK,53,07/01/02,994.0,1311.0,0.000974588153165
RHT,54,07/01/02,874.0,1153.0,0.000856931635681
WDC,55,07/01/02,831.0,1096.0,0.000814771383582
PTC,56,07/01/02,721.0,951.0,0.000706919575887
SWKS,57,07/01/02,607.0,800.0,0.000595145884277
MANH,58,07/01/02,601.0,793.0,0.000589263058403
CTSH,59,07/01/02,471.0,622.0,0.000461801831128
IT,60,07/01/02,465.0,613.0,0.000455919005253
ON,61,07/01/02,338.0,446.0,0.000331399190915
NUAN,62,07/01/02,330.0,435.0,0.000323555423083
ARRS,63,07/01/02,320.0,422.0,0.000313750713293
ANSS,64,07/01/02,293.0,386.0,0.000287277996859
NFLX,65,07/01/02,282.0,372.0,0.000276492816089
FFIV,66,07/01/02,281.0,371.0,0.00027551234511
TYL,67,07/01/02,206.0,272.0,0.000201977021682
AKAM,68,07/01/02,123.0,162.0,0.000120597930422
ULTI,69,07/01/02,51.0,68.0,5.0004019931e-05
WDAY,0,07/01/02,0,0,0.0
VMW,0,07/01/02,0,0,0.0
TWTR,0,07/01/02,0,0,0.0
TDC,0,07/01/02,0,0,0.0
STX,0,07/01/02,0,0,0.0
SSNC,0,07/01/02,0,0,0.0
SPLK,0,07/01/02,0,0,0.0
PYPL,0,07/01/02,0,0,0.0
PANW,0,07/01/02,0,0,0.0
NXPI,0,07/01/02,0,0,0.0
NOW,0,07/01/02,0,0,0.0
N,0,07/01/02,0,0,0.0
MBLY,0,07/01/02,0,0,0.0
LNKD,0,07/01/02,0,0,0.0
IMS,0,07/01/02,0,0,0.0
GOOGL,0,07/01/02,0,0,0.0
GDDY,0,07/01/02,0,0,0.0
FTNT,0,07/01/02,0,0,0.0
FSL,0,07/01/02,0,0,0.0
FEYE,0,07/01/02,0,0,0.0
FB,0,07/01/02,0,0,0.0
EPAM,0,07/01/02,0,0,0.0
DATA,0,07/01/02,0,0,0.0
CRM,0,07/01/02,0,0,0.0
COMM,0,07/01/02,0,0,0.0
CDW,0,07/01/02,0,0,0.0
CDKVV,0,07/01/02,0,0,0.0
AVGO,0,07/01/02,0,0,0.0
ATHN,0,07/01/02,0,0,0.0
ANET,0,07/01/02,0,0,0.0
894898,0,07/01/02,0,0.0,0.0
MSFT,1,10/01/02,284471.0,373049.0,0.267863969612
IBM,2,10/01/02,129242.0,169485.0,0.121697027678
INTC,3,10/01/02,114388.0,150005.0,0.107710184012
CSCO,4,10/01/02,91246.0,119658.0,0.085919182522
ORCL,5,10/01/02,55501.0,72783.0,0.0522609270451
HPQ,6,10/01/02,49859.0,65383.0,0.0469482993377
TXN,7,10/01/02,28613.0,37522.0,0.0269426119447
QCOM,8,10/01/02,28376.0,37212.0,0.0267194476826
AMAT,9,10/01/02,23613.0,30966.0,0.0222345051497
MSI,10,10/01/02,21663.0,28409.0,0.0203983434997
EBAY,11,10/01/02,19677.0,25804.0,0.0185282834808
EMC,12,10/01/02,12664.0,16608.0,0.0119246928902
MXIM,13,10/01/02,10843.0,14219.0,0.0102100003955
IACI,14,10/01/02,10647.0,13962.0,0.0100254426091
INTU,15,10/01/02,10606.0,13908.0,0.0099868361334
ADI,16,10/01/02,9574.0,12556.0,0.00901508289093
YHOO,17,10/01/02,9377.0,12297.0,0.00882958348321
LLTC,18,10/01/02,8836.0,11587.0,0.008320166328
MU,19,10/01/02,8364.0,10969.0,0.00787572104656
PBI,20,10/01/02,7930.0,10400.0,0.00746705737676
AMZN,21,10/01/02,7825.0,10262.0,0.00736818713406
CA,22,10/01/02,7804.0,10234.0,0.00734841308552
KLAC,23,10/01/02,6807.0,8927.0,0.00640961659062
XLNX,24,10/01/02,6790.0,8905.0,0.00639360902751
ADBE,25,10/01/02,5968.0,7827.0,0.00561959627043
SYMC,26,10/01/02,5816.0,7627.0,0.00547646982386
CSC,27,10/01/02,5441.0,7136.0,0.00512336181424
AAPL,28,10/01/02,5413.0,7098.0,0.00509699641619
MCHP,29,10/01/02,5089.0,6674.0,0.00479191109588
STX,30,10/01/02,4629.0,6070.0,0.00435876527074
ALTR,31,10/01/02,4535.0,5947.0,0.004270252863
DST,32,10/01/02,3985.0,5225.0,0.00375236111556
NTAP,33,10/01/02,3468.0,4548.0,0.00326554287296
CHKP,34,10/01/02,3314.0,4346.0,0.00312053318368
SNPS,35,10/01/02,3274.0,4293.0,0.00308286832932
GLW,36,10/01/02,3262.0,4278.0,0.00307156887301
CDNS,37,10/01/02,3138.0,4115.0,0.0029548078245
BRCM,38,10/01/02,2945.0,3862.0,0.00277307490221
JNPR,39,10/01/02,2525.0,3311.0,0.00237759393144
GRMN,40,10/01/02,2479.0,3251.0,0.00233427934893
NCR,41,10/01/02,2333.0,3060.0,0.00219680263051
MRVL,42,10/01/02,2245.0,2944.0,0.00211393995092
IM,43,10/01/02,2001.0,2625.0,0.00188418433933
DOX,44,10/01/02,1977.0,2593.0,0.00186158542671
NVDA,45,10/01/02,1920.0,2517.0,0.00180791300925
VRSN,46,10/01/02,1907.0,2501.0,0.00179567193159
HRS,47,10/01/02,1809.0,2373.0,0.0017033930384
CTXS,48,10/01/02,1670.0,2191.0,0.00157250766951
ADSK,49,10/01/02,1565.0,2052.0,0.00147363742681
LRCX,50,10/01/02,1512.0,1983.0,0.00142373149479
QRVO,51,10/01/02,1436.0,1883.0,0.0013521682715
SNDK,52,10/01/02,1421.0,1864.0,0.00133804395112
BRCD,53,10/01/02,1382.0,1813.0,0.00130132071812
WDC,54,10/01/02,1295.0,1698.0,0.00121939965989
CERN,55,10/01/02,1163.0,1525.0,0.0010951056405
SWKS,56,10/01/02,1115.0,1462.0,0.00104990781527
RHT,57,10/01/02,888.0,1164.0,0.000836159766779
MANH,58,10/01/02,664.0,871.0,0.000625236582366
PTC,59,10/01/02,631.0,827.0,0.00059416307752
CTSH,60,10/01/02,578.0,758.0,0.000544257145494
IT,61,10/01/02,446.0,585.0,0.000419963126108
NUAN,62,10/01/02,351.0,460.0,0.000330509097004
ON,63,10/01/02,281.0,369.0,0.000264595601875
ANSS,64,10/01/02,279.0,366.0,0.000262712359157
FFIV,65,10/01/02,275.0,361.0,0.000258945873721
ARRS,66,10/01/02,231.0,303.0,0.000217514533926
NFLX,67,10/01/02,209.0,274.0,0.000196798864028
TYL,68,10/01/02,202.0,265.0,0.000190207514515
AKAM,69,10/01/02,157.0,205.0,0.000147834553361
ULTI,70,10/01/02,58.0,76.0,5.46140388212e-05
WDAY,0,10/01/02,0,0,0.0
VMW,0,10/01/02,0,0,0.0
TWTR,0,10/01/02,0,0,0.0
TDC,0,10/01/02,0,0,0.0
SSNC,0,10/01/02,0,0,0.0
SPLK,0,10/01/02,0,0,0.0
PYPL,0,10/01/02,0,0,0.0
PANW,0,10/01/02,0,0,0.0
NXPI,0,10/01/02,0,0,0.0
NOW,0,10/01/02,0,0,0.0
N,0,10/01/02,0,0,0.0
MBLY,0,10/01/02,0,0,0.0
LNKD,0,10/01/02,0,0,0.0
IMS,0,10/01/02,0,0,0.0
GOOGL,0,10/01/02,0,0,0.0
GDDY,0,10/01/02,0,0,0.0
FTNT,0,10/01/02,0,0,0.0
FSL,0,10/01/02,0,0,0.0
FEYE,0,10/01/02,0,0,0.0
FB,0,10/01/02,0,0,0.0
EPAM,0,10/01/02,0,0,0.0
DATA,0,10/01/02,0,0,0.0
CRM,0,10/01/02,0,0,0.0
COMM,0,10/01/02,0,0,0.0
CDW,0,10/01/02,0,0,0.0
CDKVV,0,10/01/02,0,0,0.0
AVGO,0,10/01/02,0,0,0.0
ATHN,0,10/01/02,0,0,0.0
ANET,0,10/01/02,0,0,0.0
