education level,gender,2013 Enrollments,2014 Enrollments,2015 Enrollments
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
